CustomerID,Recency,Frequency,TotalQuantity,Country,GrossMonetary,Monetary,CancelledAmount,ReturnRate,R,F,M,RFM_Segment,RFM_Score,ValueSegment,ValueSegmentRank,CustomerPersona,PersonaRank
12391,22,1,293,Cyprus,439.66,439.66,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
12393,72,4,816,Australia,1582.6000000000001,1582.6000000000001,0.0,0.0,3,4,4,344,11,High-value,3,Loyal Customers,2
12394,64,2,819,Belgium,1272.48,1272.48,0.0,0.0,3,2,4,324,9,Mid-value,2,Hibernating,10
12395,19,12,2118,Belgium,3018.63,2998.28,20.34999999999991,0.0067,4,5,5,455,14,High-value,3,Loyal Customers,2
12397,36,2,1263,Belgium,2409.9,2409.9,0.0,0.0,3,2,5,325,10,High-value,3,Hibernating,10
12398,46,1,1394,Switzerland,1635.6599999999999,1635.6599999999999,0.0,0.0,3,1,4,314,8,Mid-value,2,Hibernating,10
12399,119,4,1178,Belgium,1108.65,1108.65,0.0,0.0,2,4,4,244,10,High-value,3,Do Not Lose,9
12401,303,1,11,Belgium,84.3,84.3,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12402,323,1,94,Belgium,225.60000000000002,225.60000000000002,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12403,50,1,96,Denmark,427.7,409.7,18.0,0.0421,3,1,2,312,6,Mid-value,2,About to Sleep,7
12405,149,1,857,Finland,1710.39,1710.39,0.0,0.0,2,1,4,214,7,Mid-value,2,Hibernating,10
12406,22,2,1818,Denmark,3415.3,3280.75,134.55000000000018,0.0394,4,2,5,425,11,High-value,3,Potential Champions,3
12407,50,5,1416,Belgium,1708.12,1708.12,0.0,0.0,3,4,4,344,11,High-value,3,Loyal Customers,2
12408,33,5,1409,Belgium,2888.55,2842.57,45.98000000000002,0.0159,4,4,5,445,13,High-value,3,Loyal Customers,2
12409,79,3,5551,Switzerland,11072.67,11056.93,15.739999999999782,0.0014,2,3,5,235,10,High-value,3,At Risk,8
12410,309,2,211,Switzerland,693.33,681.08,12.25,0.0177,1,2,3,123,6,Mid-value,2,Hibernating,10
12412,75,3,829,Denmark,1226.88,1226.88,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
12413,67,3,286,France,758.1,694.15,63.950000000000045,0.0844,3,3,3,333,9,Mid-value,2,Need Attention,6
12414,217,3,300,Austria,562.4100000000001,562.4100000000001,0.0,0.0,1,3,3,133,7,Mid-value,2,At Risk,8
12415,24,21,77670,Australia,124914.53,123725.45,1189.0800000000017,0.0095,4,5,5,455,14,High-value,3,Loyal Customers,2
12417,3,9,1552,Belgium,3649.1,3578.8,70.29999999999973,0.0193,5,5,5,555,15,High-value,3,Champions,1
12418,113,1,407,Switzerland,668.58,668.58,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
12420,64,1,345,Cyprus,600.39,600.39,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
12421,16,4,484,Spain,807.04,806.27,0.7699999999999818,0.001,4,4,3,443,11,High-value,3,Potential Champions,3
12422,96,3,370,Australia,803.5600000000001,803.5600000000001,0.0,0.0,2,3,3,233,8,Mid-value,2,At Risk,8
12423,1,8,1339,Belgium,1859.31,1849.1100000000001,10.199999999999818,0.0055,5,5,4,554,14,High-value,3,Champions,1
12424,163,2,740,Australia,1760.96,1760.96,0.0,0.0,2,2,4,224,8,Mid-value,2,Hibernating,10
12425,78,1,496,Portugal,777.2,777.2,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
12426,195,1,258,Germany,582.73,582.73,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
12427,22,3,533,Germany,825.8000000000001,708.37,117.43000000000006,0.1422,4,3,3,433,10,High-value,3,Potential Champions,3
12428,26,9,3536,Finland,7956.46,7877.2,79.26000000000022,0.01,4,5,5,455,14,High-value,3,Loyal Customers,2
12429,9,4,1557,Denmark,3750.4,3750.4,0.0,0.0,5,4,5,545,14,High-value,3,Champions,1
12430,43,1,117,Norway,256.4,256.4,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
12431,36,15,2908,Australia,6419.95,6348.89,71.05999999999949,0.0111,3,5,5,355,13,High-value,3,Loyal Customers,2
12432,43,5,1801,Norway,5059.32,5059.32,0.0,0.0,3,4,5,345,12,High-value,3,Loyal Customers,2
12433,1,7,11071,Norway,13375.87,13375.87,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
12434,85,2,394,Australia,806.14,765.19,40.94999999999993,0.0508,2,2,3,223,7,Mid-value,2,Hibernating,10
12435,80,2,2055,Denmark,7829.89,7829.89,0.0,0.0,2,2,5,225,9,Mid-value,2,Hibernating,10
12436,100,1,211,Norway,509.01,509.01,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
12437,2,18,2923,France,4951.41,4896.66,54.75,0.0111,5,5,5,555,15,High-value,3,Champions,1
12438,14,2,1180,Norway,2906.85,2906.85,0.0,0.0,4,2,5,425,11,High-value,3,Potential Champions,3
12441,367,1,121,France,173.55,173.55,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12442,3,1,182,Spain,172.06,172.06,0.0,0.0,5,1,1,511,7,Mid-value,2,New Customers,4
12444,21,5,1155,Norway,5005.46,5005.46,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
12445,22,1,62,Spain,133.4,133.4,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
12446,58,1,352,RSA,1002.3100000000001,1002.3100000000001,0.0,0.0,3,1,4,314,8,Mid-value,2,Hibernating,10
12447,243,1,190,Belgium,476.49,476.49,0.0,0.0,1,1,3,113,5,Mid-value,2,Hibernating,10
12448,44,1,243,Spain,449.45,449.45,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
12449,22,4,1553,Belgium,4067.29,4067.29,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
12450,156,2,128,Spain,197.88,197.88,0.0,0.0,2,2,1,221,5,Mid-value,2,Hibernating,10
12451,11,5,6575,Switzerland,9035.52,8933.52,102.0,0.0113,5,4,5,545,14,High-value,3,Champions,1
12452,17,2,185,Switzerland,430.57000000000005,428.57000000000005,2.0,0.0046,4,2,2,422,8,Mid-value,2,Potential Champions,3
12453,134,1,473,Austria,707.09,707.09,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
12454,56,1,1006,Spain,3528.34,5.684341886080802e-14,3528.34,1.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
12455,73,6,2089,Spain,2466.86,2466.86,0.0,0.0,2,4,5,245,11,High-value,3,Do Not Lose,9
12456,44,3,1633,Switzerland,3181.04,3153.89,27.15000000000009,0.0085,3,3,5,335,11,High-value,3,Need Attention,6
12457,66,7,844,Switzerland,2363.23,1917.78,445.45000000000005,0.1885,3,5,4,354,12,High-value,3,Loyal Customers,2
12458,71,2,506,Switzerland,947.4,947.4,0.0,0.0,3,2,4,324,9,Mid-value,2,Hibernating,10
12461,94,2,287,Switzerland,826.88,826.88,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
12462,19,2,536,Spain,1189.59,1124.01,65.57999999999993,0.0551,4,2,4,424,10,High-value,3,Potential Champions,3
12463,53,4,776,Belgium,1344.78,1303.63,41.149999999999864,0.0306,3,4,4,344,11,High-value,3,Loyal Customers,2
12464,10,8,112,Belgium,1212.05,1212.05,0.0,0.0,5,5,4,554,14,High-value,3,Champions,1
12465,17,2,479,Belgium,742.19,733.89,8.300000000000068,0.0112,4,2,3,423,9,Mid-value,2,Potential Champions,3
12468,188,2,366,Germany,729.54,724.04,5.5,0.0075,1,2,3,123,6,Mid-value,2,Hibernating,10
12471,2,30,8200,Germany,19788.65,18705.52,1083.130000000001,0.0547,5,5,5,555,15,High-value,3,Champions,1
12472,32,7,4148,Germany,6572.11,6229.4800000000005,342.6299999999992,0.0521,4,5,5,455,14,High-value,3,Loyal Customers,2
12473,29,5,2414,Germany,3928.05,2837.73,1090.3200000000002,0.2776,4,4,5,445,13,High-value,3,Loyal Customers,2
12474,17,18,4833,Germany,7324.09,7064.77,259.3199999999997,0.0354,4,5,5,455,14,High-value,3,Loyal Customers,2
12475,54,1,535,Germany,723.38,723.38,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
12476,16,11,2408,Germany,6816.42,6546.58,269.84000000000015,0.0396,4,5,5,455,14,High-value,3,Loyal Customers,2
12477,23,6,3653,Germany,13219.74,13117.01,102.72999999999956,0.0078,4,4,5,445,13,High-value,3,Loyal Customers,2
12478,4,1,236,Greece,680.99,680.99,0.0,0.0,5,1,3,513,9,Mid-value,2,Hibernating,10
12479,11,1,385,Germany,527.2,477.3,49.900000000000034,0.0947,5,1,3,513,9,Mid-value,2,Hibernating,10
12480,28,4,1707,Germany,3281.63,3281.63,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
12481,23,10,3294,Germany,5579.82,5574.36,5.460000000000036,0.001,4,5,5,455,14,High-value,3,Loyal Customers,2
12483,17,8,1110,Sweden,2484.98,2327.13,157.8499999999999,0.0635,4,5,5,455,14,High-value,3,Loyal Customers,2
12484,33,6,2187,Spain,4527.32,4480.87,46.44999999999982,0.0103,4,4,5,445,13,High-value,3,Loyal Customers,2
12488,10,3,529,France,1298.66,1298.66,0.0,0.0,5,3,4,534,12,High-value,3,Potential Champions,3
12489,336,1,105,France,334.93,334.93,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12490,5,10,3064,France,5417.93,5417.93,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
12491,39,1,260,France,460.40000000000003,460.40000000000003,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
12492,63,2,192,Germany,263.21000000000004,263.21000000000004,0.0,0.0,3,2,2,322,7,Mid-value,2,About to Sleep,7
12493,166,2,207,France,433.74,416.79,16.94999999999999,0.0391,2,2,2,222,6,Mid-value,2,Hibernating,10
12494,16,7,707,France,1246.1,1139.3500000000001,106.74999999999977,0.0857,4,5,4,454,13,High-value,3,Loyal Customers,2
12497,82,1,1236,Germany,1043.1,1043.1,0.0,0.0,2,1,4,214,7,Mid-value,2,Hibernating,10
12498,21,3,159,Germany,403.70000000000005,403.70000000000005,0.0,0.0,4,3,2,432,9,Mid-value,2,Potential Champions,3
12500,23,11,2678,Germany,4257.82,4206.2699999999995,51.55000000000018,0.0121,4,5,5,455,14,High-value,3,Loyal Customers,2
12501,337,1,1783,Germany,2169.39,2089.68,79.71000000000004,0.0367,1,1,5,115,7,Mid-value,2,Hibernating,10
12502,96,5,820,Spain,3723.87,3723.87,0.0,0.0,2,4,5,245,11,High-value,3,Do Not Lose,9
12504,18,2,90,Germany,482.04999999999995,114.0,368.04999999999995,0.7635,4,2,1,421,7,Mid-value,2,Promising,5
12506,233,1,23,France,73.5,73.5,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12507,134,3,905,Spain,1304.81,1258.06,46.75,0.0358,2,3,4,234,9,Mid-value,2,At Risk,8
12508,26,2,271,France,397.88,397.88,0.0,0.0,4,2,2,422,8,Mid-value,2,Potential Champions,3
12509,284,1,55,France,176.5,176.5,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12510,143,2,353,Spain,982.5699999999999,982.5699999999999,0.0,0.0,2,2,4,224,8,Mid-value,2,Hibernating,10
12512,66,2,96,Israel,132.18,132.18,0.0,0.0,3,2,1,321,6,Mid-value,2,About to Sleep,7
12513,113,1,462,France,612.29,586.79,25.5,0.0416,2,1,3,213,6,Mid-value,2,Hibernating,10
12514,267,1,440,Italy,1017.6800000000001,1017.6800000000001,0.0,0.0,1,1,4,114,6,Mid-value,2,Hibernating,10
12515,353,1,131,Italy,383.7,383.7,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12516,78,2,875,Germany,1312.06,1312.06,0.0,0.0,2,2,4,224,8,Mid-value,2,Hibernating,10
12517,28,5,1361,Germany,2481.6,2443.65,37.94999999999982,0.0153,4,4,5,445,13,High-value,3,Loyal Customers,2
12518,1,5,1318,Germany,2056.89,2056.89,0.0,0.0,5,4,5,545,14,High-value,3,Champions,1
12519,64,1,175,Germany,330.84000000000003,330.84000000000003,0.0,0.0,3,1,2,312,6,Mid-value,2,About to Sleep,7
12520,79,5,1439,Germany,2634.26,2582.51,51.75,0.0196,2,4,5,245,11,High-value,3,Do Not Lose,9
12521,143,1,309,Germany,599.68,599.68,0.0,0.0,2,1,3,213,6,Mid-value,2,Hibernating,10
12522,39,2,194,Germany,192.72,192.72,0.0,0.0,3,2,1,321,6,Mid-value,2,About to Sleep,7
12523,19,11,865,France,1789.77,1745.57,44.200000000000045,0.0247,4,5,4,454,13,High-value,3,Loyal Customers,2
12524,9,8,3699,Germany,4485.72,4485.72,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
12526,1,3,632,Germany,1316.66,1316.66,0.0,0.0,5,3,4,534,12,High-value,3,Potential Champions,3
12527,82,3,234,Germany,348.71000000000004,348.71000000000004,0.0,0.0,2,3,2,232,7,Mid-value,2,Hibernating,10
12528,9,6,756,Germany,1933.48,1922.28,11.200000000000045,0.0058,5,4,4,544,13,High-value,3,Champions,1
12530,60,4,913,Germany,1662.28,1623.63,38.649999999999864,0.0233,3,4,4,344,11,High-value,3,Loyal Customers,2
12531,15,1,45,Germany,125.22,125.22,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
12532,30,1,153,France,349.83000000000004,349.83000000000004,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
12534,131,1,651,Germany,1089.18,1089.18,0.0,0.0,2,1,4,214,7,Mid-value,2,Hibernating,10
12535,92,2,219,France,716.35,716.35,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
12536,43,3,2803,France,12601.830000000002,4106.82,8495.010000000002,0.6741,3,3,5,335,11,High-value,3,Need Attention,6
12538,29,1,191,Spain,363.95,363.95,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
12539,22,4,2067,Spain,5568.35,3852.5,1715.8500000000004,0.3081,4,4,5,445,13,High-value,3,Loyal Customers,2
12540,20,17,6685,Spain,13400.24,13309.04,91.19999999999891,0.0068,4,5,5,455,14,High-value,3,Loyal Customers,2
12541,30,3,680,Spain,981.18,981.18,0.0,0.0,4,3,4,434,11,High-value,3,Potential Champions,3
12544,36,1,136,Spain,372.7,355.7,17.0,0.0456,3,1,2,312,6,Mid-value,2,About to Sleep,7
12545,75,2,523,Spain,1000.39,1000.39,0.0,0.0,2,2,4,224,8,Mid-value,2,Hibernating,10
12546,47,2,633,Spain,1161.5,1141.5,20.0,0.0172,3,2,4,324,9,Mid-value,2,Hibernating,10
12547,198,2,134,Spain,207.8,207.8,0.0,0.0,1,2,1,121,4,Low-value,1,Hibernating,10
12548,166,1,49,Spain,95.19999999999999,95.19999999999999,0.0,0.0,2,1,1,211,4,Low-value,1,Hibernating,10
12550,79,1,569,Spain,964.83,964.83,0.0,0.0,2,1,4,214,7,Mid-value,2,Hibernating,10
12551,358,1,100,Spain,168.0,168.0,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12552,39,2,88,Italy,437.82,437.82,0.0,0.0,3,2,2,322,7,Mid-value,2,About to Sleep,7
12553,8,10,1965,France,3692.28,3652.25,40.0300000000002,0.0108,5,5,5,555,15,High-value,3,Champions,1
12556,50,2,355,Spain,599.56,599.56,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
12557,16,5,4384,Spain,11990.960000000001,11990.960000000001,0.0,0.0,4,4,5,445,13,High-value,3,Loyal Customers,2
12558,8,1,196,USA,269.96,1.0658141036401503e-14,269.96,1.0,5,1,1,511,7,Mid-value,2,New Customers,4
12559,311,2,283,Germany,561.71,536.21,25.5,0.0454,1,2,3,123,6,Mid-value,2,Hibernating,10
12560,5,3,1110,Germany,2134.01,2101.39,32.620000000000346,0.0153,5,3,5,535,13,High-value,3,Potential Champions,3
12561,303,1,177,Germany,238.85,238.85,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12562,8,7,1779,France,3781.7400000000002,3781.7400000000002,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
12564,261,1,133,France,456.90000000000003,456.90000000000003,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12565,289,1,80,Saudi Arabia,145.92000000000002,131.17000000000002,14.75,0.1011,1,1,1,111,3,Low-value,1,Hibernating,10
12566,86,1,265,Germany,351.65,346.7,4.949999999999989,0.0141,2,1,2,212,5,Mid-value,2,Hibernating,10
12567,23,10,4305,France,9401.28,9114.94,286.34000000000015,0.0305,4,5,5,455,14,High-value,3,Loyal Customers,2
12569,2,32,1801,Germany,4124.6900000000005,4064.9900000000002,59.70000000000027,0.0145,5,5,5,555,15,High-value,3,Champions,1
12571,40,2,523,France,519.61,519.61,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
12572,9,2,452,Germany,1020.4200000000001,1004.72,15.700000000000045,0.0154,5,2,4,524,11,High-value,3,Potential Champions,3
12573,227,1,84,France,160.54000000000002,160.54000000000002,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12574,316,1,61,France,218.45000000000002,218.45000000000002,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12576,36,5,967,Poland,1315.83,1306.98,8.849999999999909,0.0067,3,4,4,344,11,High-value,3,Loyal Customers,2
12577,35,3,469,France,626.6,564.2,62.39999999999998,0.0996,3,3,3,333,9,Mid-value,2,Need Attention,6
12578,21,2,1196,Italy,2794.51,2753.36,41.15000000000009,0.0147,4,2,5,425,11,High-value,3,Potential Champions,3
12579,78,1,285,France,440.42,410.72,29.69999999999999,0.0674,2,1,2,212,5,Mid-value,2,Hibernating,10
12580,247,1,238,Germany,415.7,415.7,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12581,40,1,161,Germany,197.71,197.71,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
12582,239,2,300,Finland,511.36,511.36,0.0,0.0,1,2,3,123,6,Mid-value,2,Hibernating,10
12583,3,15,5060,France,7281.38,7187.34,94.03999999999996,0.0129,5,5,5,555,15,High-value,3,Champions,1
12584,4,9,416,Italy,2338.15,1893.95,444.20000000000005,0.19,5,5,4,554,14,High-value,3,Champions,1
12585,234,2,1279,Germany,2040.1,1982.81,57.289999999999964,0.0281,1,2,4,124,7,Mid-value,2,Hibernating,10
12586,17,1,79,Italy,196.94000000000003,179.94000000000003,17.0,0.0863,4,1,1,411,6,Mid-value,2,Promising,5
12587,8,1,51,Finland,144.0,144.0,0.0,0.0,5,1,1,511,7,Mid-value,2,New Customers,4
12588,39,1,53,Finland,214.89999999999998,214.89999999999998,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
12589,29,2,306,France,646.68,646.68,0.0,0.0,4,2,3,423,9,Mid-value,2,Potential Champions,3
12590,211,2,4283,Germany,9864.26,9861.38,2.8800000000010186,0.0003,1,2,5,125,8,Mid-value,2,Hibernating,10
12591,317,1,228,Italy,452.84999999999997,452.84999999999997,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12592,92,2,290,Germany,437.6,437.6,0.0,0.0,2,2,2,222,6,Mid-value,2,Hibernating,10
12593,109,3,206,France,418.1,418.1,0.0,0.0,2,3,2,232,7,Mid-value,2,Hibernating,10
12594,38,10,1777,Italy,3338.2200000000003,3320.2200000000003,18.0,0.0054,3,5,5,355,13,High-value,3,Loyal Customers,2
12596,51,2,474,Spain,618.27,618.27,0.0,0.0,3,2,3,323,8,Mid-value,2,Hibernating,10
12597,19,4,2236,Spain,3811.22,3683.13,128.0899999999997,0.0336,4,4,5,445,13,High-value,3,Loyal Customers,2
12598,10,8,1964,France,3023.08,3002.68,20.40000000000009,0.0067,5,5,5,555,15,High-value,3,Champions,1
12599,29,7,956,France,1032.58,1032.58,0.0,0.0,4,5,4,454,13,High-value,3,Loyal Customers,2
12600,29,10,774,Germany,2599.04,2581.04,18.0,0.0069,4,5,5,455,14,High-value,3,Loyal Customers,2
12601,190,5,245,Germany,577.0600000000001,569.5600000000001,7.5,0.013,1,4,3,143,8,Mid-value,2,At Risk,8
12602,59,1,162,France,153.12,153.12,0.0,0.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
12603,22,1,64,Germany,739.1999999999999,739.1999999999999,0.0,0.0,4,1,3,413,8,Mid-value,2,Hibernating,10
12604,79,2,201,France,254.18,254.18,0.0,0.0,2,2,2,222,6,Mid-value,2,Hibernating,10
12607,60,1,1228,USA,1579.51,7.105427357601002e-15,1579.51,1.0,3,1,1,311,5,Mid-value,2,About to Sleep,7
12609,78,3,648,Germany,1126.85,1126.85,0.0,0.0,2,3,4,234,9,Mid-value,2,At Risk,8
12610,23,5,1049,Italy,2099.54,2057.99,41.55000000000018,0.0198,4,4,5,445,13,High-value,3,Loyal Customers,2
12611,52,1,846,Italy,1193.32,1193.32,0.0,0.0,3,1,4,314,8,Mid-value,2,Hibernating,10
12612,74,1,262,Germany,704.04,643.59,60.44999999999993,0.0859,2,1,3,213,6,Mid-value,2,Hibernating,10
12613,57,5,1644,Germany,3344.38,3218.98,125.40000000000009,0.0375,3,4,5,345,12,High-value,3,Loyal Customers,2
12614,278,1,76,Germany,315.6,315.6,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12615,2,4,1376,France,2291.19,2291.19,0.0,0.0,5,4,5,545,14,High-value,3,Champions,1
12616,95,2,284,France,713.3,657.25,56.049999999999955,0.0786,2,2,3,223,7,Mid-value,2,Hibernating,10
12617,29,1,210,France,352.98,352.98,0.0,0.0,4,1,2,412,7,Mid-value,2,Promising,5
12618,22,1,96,Italy,177.31,177.31,0.0,0.0,4,1,1,411,6,Mid-value,2,Promising,5
12619,16,9,3378,Germany,3641.24,3214.81,426.42999999999984,0.1171,4,5,5,455,14,High-value,3,Loyal Customers,2
12620,15,3,1181,France,1339.41,1339.41,0.0,0.0,4,3,4,434,11,High-value,3,Potential Champions,3
12621,2,20,7440,Germany,13689.67,13612.07,77.60000000000036,0.0057,5,5,5,555,15,High-value,3,Champions,1
12622,232,1,69,Germany,180.1,180.1,0.0,0.0,1,1,1,111,3,Low-value,1,Hibernating,10
12623,276,1,191,Germany,305.1,305.1,0.0,0.0,1,1,2,112,4,Low-value,1,Hibernating,10
12624,106,2,355,France,641.13,641.13,0.0,0.0,2,2,3,223,7,Mid-value,2,Hibernating,10
12625,212,2,1612,Germany,2683.82,2614.32,69.5,0.0259,1,2,5,125,8,Mid-value,2,Hibernating,10
12626,23,9,3453,Germany,6620.4800000000005,6388.35,232.1300000000001,0.0351,4,5,5,455,14,High-value,3,Loyal Customers,2
12627,11,7,2752,Germany,4478.53,4478.53,0.0,0.0,5,5,5,555,15,High-value,3,Champions,1
12628,4,3,448,Germany,786.46,769.61,16.850000000000023,0.0214,5,3,3,533,11,High-value,3,Potential Champions,3
12630,10,2,548,Finland,1270.88,1270.88,0.0,0.0,5,2,4,524,11,High-value,3,Potential Champions,3
12631,57,1,236,Finland,640.5,640.5,0.0,0.0,3,1,3,313,7,Mid-value,2,Hibernating,10
12633,59,4,1162,Germany,2163.98,2140.63,23.34999999999991,0.0108,3,4,5,345,12,High-value,3,Loyal Customers,2
